ID,Manul Aspect,Aspect,Polarity,Summary,Review,Flag,Manul Aspect
2672,Compatibility+Connectivity ,charging compatibility/connectivity,neutral,not mentioned,Locked with padlock. Have to pay at hotel front desk for access and then wait for them to go unlock the breaker to turn on power to it. Would rather use chargepoint-like system and pay via app.,0,
2673,Accessibility+Availability ,availability,negative,have to wait for hotel staff,Locked with padlock. Have to pay at hotel front desk for access and then wait for them to go unlock the breaker to turn on power to it. Would rather use chargepoint-like system and pay via app.,0,
2674,Accessibility+Availability ,infrastructure,negative,have to wait for hotel staff,Locked with padlock. Have to pay at hotel front desk for access and then wait for them to go unlock the breaker to turn on power to it. Would rather use chargepoint-like system and pay via app.,0,
2675,Speed+Efficiency ,efficiency,neutral,not mentioned,Locked with padlock. Have to pay at hotel front desk for access and then wait for them to go unlock the breaker to turn on power to it. Would rather use chargepoint-like system and pay via app.,0,
2676,Amenities+Location,amenities,neutral,not mentioned,Locked with padlock. Have to pay at hotel front desk for access and then wait for them to go unlock the breaker to turn on power to it. Would rather use chargepoint-like system and pay via app.,0,
2677,Reliability+Maintenance,reliability,neutral,not mentioned,Locked with padlock. Have to pay at hotel front desk for access and then wait for them to go unlock the breaker to turn on power to it. Would rather use chargepoint-like system and pay via app.,0,
2678,Accessibility+Availability ,accessibility,negative,have to wait for hotel staff,Locked with padlock. Have to pay at hotel front desk for access and then wait for them to go unlock the breaker to turn on power to it. Would rather use chargepoint-like system and pay via app.,0,
2679,Price+Cost,price,neutral,not mentioned,Locked with padlock. Have to pay at hotel front desk for access and then wait for them to go unlock the breaker to turn on power to it. Would rather use chargepoint-like system and pay via app.,0,
2680,Reliability+Maintenance,maintenance,neutral,not mentioned,Locked with padlock. Have to pay at hotel front desk for access and then wait for them to go unlock the breaker to turn on power to it. Would rather use chargepoint-like system and pay via app.,0,
2681,Accessibility+Availability ,functionality,negative,have to wait for hotel staff,Locked with padlock. Have to pay at hotel front desk for access and then wait for them to go unlock the breaker to turn on power to it. Would rather use chargepoint-like system and pay via app.,0,
2682,Compatibility+Connectivity ,capacity,neutral,not mentioned,Locked with padlock. Have to pay at hotel front desk for access and then wait for them to go unlock the breaker to turn on power to it. Would rather use chargepoint-like system and pay via app.,0,
2683,Customer Service,customer service,negative,have to wait for hotel staff,Locked with padlock. Have to pay at hotel front desk for access and then wait for them to go unlock the breaker to turn on power to it. Would rather use chargepoint-like system and pay via app.,0,
2684,Amenities+Location,charging location,negative,have to wait for hotel staff,Locked with padlock. Have to pay at hotel front desk for access and then wait for them to go unlock the breaker to turn on power to it. Would rather use chargepoint-like system and pay via app.,0,
2685,Speed+Efficiency ,charging speed,neutral,not mentioned,Locked with padlock. Have to pay at hotel front desk for access and then wait for them to go unlock the breaker to turn on power to it. Would rather use chargepoint-like system and pay via app.,0,
2686,User-Interface+Mobile App,user interface,negative,Lack of clear parking signs,Plenty of parking but spots were blocked by non-EVs. No signs for EV parking only—not that it’s hard to figure out what those spots are for.,0,
2687,Queue+Waiting Time,queue/waiting time,positive,Plenty of parking available,Plenty of parking but spots were blocked by non-EVs. No signs for EV parking only—not that it’s hard to figure out what those spots are for.,0,
2688,Safety,safety,neutral,Not mentioned,Plenty of parking but spots were blocked by non-EVs. No signs for EV parking only—not that it’s hard to figure out what those spots are for.,0,
2689,patment Option,payment option,neutral,Not mentioned,Plenty of parking but spots were blocked by non-EVs. No signs for EV parking only—not that it’s hard to figure out what those spots are for.,0,
2690,Ease of use,ease of use,negative,Blocked parking spots for EVs,Plenty of parking but spots were blocked by non-EVs. No signs for EV parking only—not that it’s hard to figure out what those spots are for.,0,
2691,Compatibility+Connectivity ,charging compatibility/connectivity,neutral,Not mentioned,Plenty of parking but spots were blocked by non-EVs. No signs for EV parking only—not that it’s hard to figure out what those spots are for.,0,
2692,Accessibility+Availability ,availability,positive,Plenty of parking available,Plenty of parking but spots were blocked by non-EVs. No signs for EV parking only—not that it’s hard to figure out what those spots are for.,0,
2693,Accessibility+Availability ,infrastructure,neutral,Not mentioned,Plenty of parking but spots were blocked by non-EVs. No signs for EV parking only—not that it’s hard to figure out what those spots are for.,0,
2694,Speed+Efficiency ,efficiency,neutral,Not mentioned,Plenty of parking but spots were blocked by non-EVs. No signs for EV parking only—not that it’s hard to figure out what those spots are for.,0,
2695,Amenities+Location,amenities,neutral,Not mentioned,Plenty of parking but spots were blocked by non-EVs. No signs for EV parking only—not that it’s hard to figure out what those spots are for.,0,
